Hydropower Station Name,Database Status,ID,Country,ISO,Reservoir Name,Lake Name,Purpose,Admin_unit,Owner ,Near_city,District ,River,Main_basin,Catch_Area ,Op_Status,Comissioned,DamComplete,No_Units,Dam_hgt ,WaterHeadhgt( max),WaterHeadHgt (min),Res_capacityMm3,Res_area km2,HPP_elec_cap,Transm_exist,Transm_length,Transm_planned,Hydropower_Type,Ann_firm_gen,Ann_tot_gen,Lat (reservoir/dam),Long (reservoir/dam),Lat (hydropower station 1),Long (hydropower station 1),Lat (hydropower station 2),Long (hydropower station 2),Display,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8,Reference 9,Reference 10,Comment,Column1
Kundah III (Niralapallam),Matched with hydro station,130,India,IND,,,Hydropower,Tamil Nadu,TANGEDCO,Mettupalayam,,N Pallam,,,Operational ,Operational since 1966,,,18,,,,,180,,,,Storage,,,,,,,,,"Matched Dams, Stations and Reservoirs",https://web.archive.org/web/20110903134351/http://www.greenosai.org/environment/diversity/28-hydel-power-projects-in-nilgiris.html,http://environmentclearance.nic.in/writereaddata/modification/Extension/Attach_file/09112017X46RXOZAAddldocuments.pdf,,,,,,,,,"The Kundah Hydro-electric Power Scheme is a multiple reservior to multiple power house system: 
KUNDAH POWER HOUSE - 1
WATER SOURCE - Avalanchi & Emerald Dam
LOCATION - Kundah bridge, The Nilgiris District. 32 KMS from Ooty and 90 KMS from Coimbatore
ELEVATION - 1,631.60 Metres (5353 Feet)
INSTALLED CAPACITY - 3 X 20 = 60 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 08-07-1960
UNIT-2 22-07-1960
UNIT-3 01-04-1964

KUNDAH POWER HOUSE - 2
WATER SOURCE - Kundah forebay dam, Tail race water of Power House-1 & It has a forebay capacity is 1000 Cusec.
LOCATION - Geddai, The Nilgiris District. 16 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 876.60 Metres (2876 Feet)
INSTALLED CAPACITY - 5 X 35 = 175 MW
No. OF UNITS - 5
DATE OF COMMISSIONING
UNIT-1 30-10-1960
UNIT-2 10-01-1961
UNIT-3 02-05-1961
UNIT-4 16-06-1961
UNIT-5 23-02-1964

KUNDAH POWER HOUSE - 3
WATER SOURCE - Pegumbahallah Dam, Nirali Pallam and Kattery Weir & It has a forebay capacity is 1800 Cusec.
LOCATION - Pillur, The Coimbatore District. 40 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 436 Metres (1429 Feet)
INSTALLED CAPACITY - 3X60 = 180 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 07-04-1965
UNIT-2 11-06-1965
UNIT-3 18-02-1978

KUNDAH POWER HOUSE - 4
WATER SOURCE - Pillur Dam ,Tail race water of Power House III & It has a forebay capacity is 6000 Cusec.
LOCATION - Parali, The Coimbatore District. 6 KMS from Parali
ELEVATION - 364 Metres (1193 Feet)
INSTALLED CAPACITY - 2X50 = 100 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 27-02-1966
UNIT-2 19-10-1978

KUNDAH POWER HOUSE - 5
WATER SOURCE - Western Catchment -1, Upper Bhavani Dam & It has a forebay capacity is 700 Cusec.
LOCATION - Avalanche, The Nilgiris District, 18 KMS from Kundah, 10 KMS from Emerald and 33 KMS from Ooty
ELEVATION - 1,989 Metres (6527 Feet)
INSTALLED CAPACITY - 2X20 = 40 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 30-10-1964
UNIT-2 06-12-1989

KUNDAH POWER HOUSE - 6
WATER SOURCE - Water from Western Catchment - 2 & 3 , Porthimund Dam, Parsons Valley Dam & It has a Forebay Capacity is 683 Cusec.
LOCATION - Kattukuppam, The Nilgiris District
ELEVATION - 1,987 Metres (6519 Feet)
INSTALLED CAPACITY - 1X30 = 30 MW
No. OF UNITS - 1
DATE OF COMMISSIONING
UNIT-1 20-03-2000
Tail race waters fromthe Moyar power house are let out into the Moyar river.",
Kundah IV (Pillur dam),Matched with hydro station,136,India,IND,,,Hydropower,Tamil Nadu,TANGEDCO,Mettupalayam,,Bhavani,,,Operational ,Operational since 1967,1967,2,88,,,44.4,2.6,100,,,,Storage,,,11.259916,76.806065,11.261063,76.80599,,,"Matched Dams, Stations and Reservoirs",https://web.archive.org/web/20110903134351/http://www.greenosai.org/environment/diversity/28-hydel-power-projects-in-nilgiris.html,http://environmentclearance.nic.in/writereaddata/modification/Extension/Attach_file/09112017X46RXOZAAddldocuments.pdf,,,,,,,,,"The Kundah Hydro-electric Power Scheme is a multiple reservior to multiple power house system: 
KUNDAH POWER HOUSE - 1
WATER SOURCE - Avalanchi & Emerald Dam
LOCATION - Kundah bridge, The Nilgiris District. 32 KMS from Ooty and 90 KMS from Coimbatore
ELEVATION - 1,631.60 Metres (5353 Feet)
INSTALLED CAPACITY - 3 X 20 = 60 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 08-07-1960
UNIT-2 22-07-1960
UNIT-3 01-04-1964

KUNDAH POWER HOUSE - 2
WATER SOURCE - Kundah forebay dam, Tail race water of Power House-1 & It has a forebay capacity is 1000 Cusec.
LOCATION - Geddai, The Nilgiris District. 16 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 876.60 Metres (2876 Feet)
INSTALLED CAPACITY - 5 X 35 = 175 MW
No. OF UNITS - 5
DATE OF COMMISSIONING
UNIT-1 30-10-1960
UNIT-2 10-01-1961
UNIT-3 02-05-1961
UNIT-4 16-06-1961
UNIT-5 23-02-1964

KUNDAH POWER HOUSE - 3
WATER SOURCE - Pegumbahallah Dam, Nirali Pallam and Kattery Weir & It has a forebay capacity is 1800 Cusec.
LOCATION - Pillur, The Coimbatore District. 40 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 436 Metres (1429 Feet)
INSTALLED CAPACITY - 3X60 = 180 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 07-04-1965
UNIT-2 11-06-1965
UNIT-3 18-02-1978

KUNDAH POWER HOUSE - 4
WATER SOURCE - Pillur Dam ,Tail race water of Power House III & It has a forebay capacity is 6000 Cusec.
LOCATION - Parali, The Coimbatore District. 6 KMS from Parali
ELEVATION - 364 Metres (1193 Feet)
INSTALLED CAPACITY - 2X50 = 100 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 27-02-1966
UNIT-2 19-10-1978

KUNDAH POWER HOUSE - 5
WATER SOURCE - Western Catchment -1, Upper Bhavani Dam & It has a forebay capacity is 700 Cusec.
LOCATION - Avalanche, The Nilgiris District, 18 KMS from Kundah, 10 KMS from Emerald and 33 KMS from Ooty
ELEVATION - 1,989 Metres (6527 Feet)
INSTALLED CAPACITY - 2X20 = 40 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 30-10-1964
UNIT-2 06-12-1989

KUNDAH POWER HOUSE - 6
WATER SOURCE - Water from Western Catchment - 2 & 3 , Porthimund Dam, Parsons Valley Dam & It has a Forebay Capacity is 683 Cusec.
LOCATION - Kattukuppam, The Nilgiris District
ELEVATION - 1,987 Metres (6519 Feet)
INSTALLED CAPACITY - 1X30 = 30 MW
No. OF UNITS - 1
DATE OF COMMISSIONING
UNIT-1 20-03-2000
Tail race waters fromthe Moyar power house are let out into the Moyar river.",
Kundah V (Upper Bhavani),Matched with hydro station,124,India,IND,,,Hydropower,Tamil Nadu,TANGEDCO,Uthagamandaam,,Bhavani,,,Operational ,Operational since 1965,,,80,,,101.2,4.55,40,,,,Storage,,,11.229666,76.523509,,,,,"Matched Dams, Stations and Reservoirs",https://web.archive.org/web/20110903134351/http://www.greenosai.org/environment/diversity/28-hydel-power-projects-in-nilgiris.html,http://environmentclearance.nic.in/writereaddata/modification/Extension/Attach_file/09112017X46RXOZAAddldocuments.pdf,,,,,,,,,"The Kundah Hydro-electric Power Scheme is a multiple reservior to multiple power house system: 
KUNDAH POWER HOUSE - 1
WATER SOURCE - Avalanchi & Emerald Dam
LOCATION - Kundah bridge, The Nilgiris District. 32 KMS from Ooty and 90 KMS from Coimbatore
ELEVATION - 1,631.60 Metres (5353 Feet)
INSTALLED CAPACITY - 3 X 20 = 60 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 08-07-1960
UNIT-2 22-07-1960
UNIT-3 01-04-1964

KUNDAH POWER HOUSE - 2
WATER SOURCE - Kundah forebay dam, Tail race water of Power House-1 & It has a forebay capacity is 1000 Cusec.
LOCATION - Geddai, The Nilgiris District. 16 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 876.60 Metres (2876 Feet)
INSTALLED CAPACITY - 5 X 35 = 175 MW
No. OF UNITS - 5
DATE OF COMMISSIONING
UNIT-1 30-10-1960
UNIT-2 10-01-1961
UNIT-3 02-05-1961
UNIT-4 16-06-1961
UNIT-5 23-02-1964

KUNDAH POWER HOUSE - 3
WATER SOURCE - Pegumbahallah Dam, Nirali Pallam and Kattery Weir & It has a forebay capacity is 1800 Cusec.
LOCATION - Pillur, The Coimbatore District. 40 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 436 Metres (1429 Feet)
INSTALLED CAPACITY - 3X60 = 180 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 07-04-1965
UNIT-2 11-06-1965
UNIT-3 18-02-1978

KUNDAH POWER HOUSE - 4
WATER SOURCE - Pillur Dam ,Tail race water of Power House III & It has a forebay capacity is 6000 Cusec.
LOCATION - Parali, The Coimbatore District. 6 KMS from Parali
ELEVATION - 364 Metres (1193 Feet)
INSTALLED CAPACITY - 2X50 = 100 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 27-02-1966
UNIT-2 19-10-1978

KUNDAH POWER HOUSE - 5
WATER SOURCE - Western Catchment -1, Upper Bhavani Dam & It has a forebay capacity is 700 Cusec.
LOCATION - Avalanche, The Nilgiris District, 18 KMS from Kundah, 10 KMS from Emerald and 33 KMS from Ooty
ELEVATION - 1,989 Metres (6527 Feet)
INSTALLED CAPACITY - 2X20 = 40 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 30-10-1964
UNIT-2 06-12-1989

KUNDAH POWER HOUSE - 6
WATER SOURCE - Water from Western Catchment - 2 & 3 , Porthimund Dam, Parsons Valley Dam & It has a Forebay Capacity is 683 Cusec.
LOCATION - Kattukuppam, The Nilgiris District
ELEVATION - 1,987 Metres (6519 Feet)
INSTALLED CAPACITY - 1X30 = 30 MW
No. OF UNITS - 1
DATE OF COMMISSIONING
UNIT-1 20-03-2000
Tail race waters fromthe Moyar power house are let out into the Moyar river.",
Kundah VI (Porthimund),Matched with hydro station,127,India,IND,,,Hydropower,Tamil Nadu,TANGEDCO,Uthagamandaam,,Porthimund St,,,Operational ,Operational since 1966,,,56,,,60,2.84,,,,,Storage,,,11.376779,76.571669,11.364799,76.604209,,,"Matched Dams, Stations and Reservoirs",https://web.archive.org/web/20110903134351/http://www.greenosai.org/environment/diversity/28-hydel-power-projects-in-nilgiris.html,http://environmentclearance.nic.in/writereaddata/modification/Extension/Attach_file/09112017X46RXOZAAddldocuments.pdf,,,,,,,,,"The Kundah Hydro-electric Power Scheme is a multiple reservior to multiple power house system: 
KUNDAH POWER HOUSE - 1
WATER SOURCE - Avalanchi & Emerald Dam
LOCATION - Kundah bridge, The Nilgiris District. 32 KMS from Ooty and 90 KMS from Coimbatore
ELEVATION - 1,631.60 Metres (5353 Feet)
INSTALLED CAPACITY - 3 X 20 = 60 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 08-07-1960
UNIT-2 22-07-1960
UNIT-3 01-04-1964

KUNDAH POWER HOUSE - 2
WATER SOURCE - Kundah forebay dam, Tail race water of Power House-1 & It has a forebay capacity is 1000 Cusec.
LOCATION - Geddai, The Nilgiris District. 16 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 876.60 Metres (2876 Feet)
INSTALLED CAPACITY - 5 X 35 = 175 MW
No. OF UNITS - 5
DATE OF COMMISSIONING
UNIT-1 30-10-1960
UNIT-2 10-01-1961
UNIT-3 02-05-1961
UNIT-4 16-06-1961
UNIT-5 23-02-1964

KUNDAH POWER HOUSE - 3
WATER SOURCE - Pegumbahallah Dam, Nirali Pallam and Kattery Weir & It has a forebay capacity is 1800 Cusec.
LOCATION - Pillur, The Coimbatore District. 40 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 436 Metres (1429 Feet)
INSTALLED CAPACITY - 3X60 = 180 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 07-04-1965
UNIT-2 11-06-1965
UNIT-3 18-02-1978

KUNDAH POWER HOUSE - 4
WATER SOURCE - Pillur Dam ,Tail race water of Power House III & It has a forebay capacity is 6000 Cusec.
LOCATION - Parali, The Coimbatore District. 6 KMS from Parali
ELEVATION - 364 Metres (1193 Feet)
INSTALLED CAPACITY - 2X50 = 100 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 27-02-1966
UNIT-2 19-10-1978

KUNDAH POWER HOUSE - 5
WATER SOURCE - Western Catchment -1, Upper Bhavani Dam & It has a forebay capacity is 700 Cusec.
LOCATION - Avalanche, The Nilgiris District, 18 KMS from Kundah, 10 KMS from Emerald and 33 KMS from Ooty
ELEVATION - 1,989 Metres (6527 Feet)
INSTALLED CAPACITY - 2X20 = 40 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 30-10-1964
UNIT-2 06-12-1989

KUNDAH POWER HOUSE - 6
WATER SOURCE - Water from Western Catchment - 2 & 3 , Porthimund Dam, Parsons Valley Dam & It has a Forebay Capacity is 683 Cusec.
LOCATION - Kattukuppam, The Nilgiris District
ELEVATION - 1,987 Metres (6519 Feet)
INSTALLED CAPACITY - 1X30 = 30 MW
No. OF UNITS - 1
DATE OF COMMISSIONING
UNIT-1 20-03-2000
Tail race waters fromthe Moyar power house are let out into the Moyar river.",
Mettur Dam & Tunnel,Matched with hydro station,7,India,IND,Mettur,,"Irrigation, Hydropower",Tamil Nadu,TANGEDCO,Mettur,,Cauvery,,,Operational ,Operational since 1934,,4+4,65.23,,,2710,153.46,250,220/110,,,Storage,,541,11.800923,77.809782,11.797476,77.810444,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Parsons Valley,Matched with hydro station,131,India,IND,,,Hydropower,Tamil Nadu,TANGEDCO,Uthagamandaam,,Parson'S Val,,,Operational ,Operational since 1966,1966,1,43,,,19.25,1.67,30,,,,Storage,,53,11.394651,76.593114,,,,,"Matched Dams, Stations and Reservoirs",https://web.archive.org/web/20110903134351/http://www.greenosai.org/environment/diversity/28-hydel-power-projects-in-nilgiris.html,http://environmentclearance.nic.in/writereaddata/modification/Extension/Attach_file/09112017X46RXOZAAddldocuments.pdf,,,,,,,,,"The Kundah Hydro-electric Power Scheme is a multiple reservior to multiple power house system: 
KUNDAH POWER HOUSE - 1
WATER SOURCE - Avalanchi & Emerald Dam
LOCATION - Kundah bridge, The Nilgiris District. 32 KMS from Ooty and 90 KMS from Coimbatore
ELEVATION - 1,631.60 Metres (5353 Feet)
INSTALLED CAPACITY - 3 X 20 = 60 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 08-07-1960
UNIT-2 22-07-1960
UNIT-3 01-04-1964

KUNDAH POWER HOUSE - 2
WATER SOURCE - Kundah forebay dam, Tail race water of Power House-1 & It has a forebay capacity is 1000 Cusec.
LOCATION - Geddai, The Nilgiris District. 16 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 876.60 Metres (2876 Feet)
INSTALLED CAPACITY - 5 X 35 = 175 MW
No. OF UNITS - 5
DATE OF COMMISSIONING
UNIT-1 30-10-1960
UNIT-2 10-01-1961
UNIT-3 02-05-1961
UNIT-4 16-06-1961
UNIT-5 23-02-1964

KUNDAH POWER HOUSE - 3
WATER SOURCE - Pegumbahallah Dam, Nirali Pallam and Kattery Weir & It has a forebay capacity is 1800 Cusec.
LOCATION - Pillur, The Coimbatore District. 40 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 436 Metres (1429 Feet)
INSTALLED CAPACITY - 3X60 = 180 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 07-04-1965
UNIT-2 11-06-1965
UNIT-3 18-02-1978

KUNDAH POWER HOUSE - 4
WATER SOURCE - Pillur Dam ,Tail race water of Power House III & It has a forebay capacity is 6000 Cusec.
LOCATION - Parali, The Coimbatore District. 6 KMS from Parali
ELEVATION - 364 Metres (1193 Feet)
INSTALLED CAPACITY - 2X50 = 100 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 27-02-1966
UNIT-2 19-10-1978

KUNDAH POWER HOUSE - 5
WATER SOURCE - Western Catchment -1, Upper Bhavani Dam & It has a forebay capacity is 700 Cusec.
LOCATION - Avalanche, The Nilgiris District, 18 KMS from Kundah, 10 KMS from Emerald and 33 KMS from Ooty
ELEVATION - 1,989 Metres (6527 Feet)
INSTALLED CAPACITY - 2X20 = 40 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 30-10-1964
UNIT-2 06-12-1989

KUNDAH POWER HOUSE - 6
WATER SOURCE - Water from Western Catchment - 2 & 3 , Porthimund Dam, Parsons Valley Dam & It has a Forebay Capacity is 683 Cusec.
LOCATION - Kattukuppam, The Nilgiris District
ELEVATION - 1,987 Metres (6519 Feet)
INSTALLED CAPACITY - 1X30 = 30 MW
No. OF UNITS - 1
DATE OF COMMISSIONING
UNIT-1 20-03-2000
Tail race waters fromthe Moyar power house are let out into the Moyar river.",
Periyar (Mullai Periyar),Matched with hydro station,1,India,IND,Periyar,,"Irrigation, Hydropower",Tamil Nadu,TANGEDCO,Gudalur,,Periyar,,,Operational ,Operational since 1958,1958,4,53.64,,,443.55,26.44,161,110,,,Storage,,409,9.528889,77.144444,,,,,"Matched Dams, Stations and Reservoirs",http://www.cea.nic.in/reports/annual/hydroreview/hydro_review-2018.pdf,,,,,,,,,,,
Sarkarpathy,Matched with hydro station,37,India,IND,Tunacadavu (Thunakkadavu) ,,"Irrigation, Hydropower",Tamil Nadu,TANGEDCO,Pollachi,,Tunacadavu,,,Operational ,Operational since 1965,1965,1,25.91,,,15.77,,30,,,,Run-of-River,,162,10.434817,76.781572,10.468094,76.856103,,,"Matched Dams, Stations and Reservoirs",https://web.archive.org/web/20190209124601/http://www.parambikulam.in/about-parambikulam/parambikulam-aliyar-project/,https://upload.wikimedia.org/wikipedia/commons/c/cb/Chalakudy_River_Basin_Map.jpg,https://sandrp.in/tag/chalakudy-river-hydropower-project/,,,,,,,,Part of Parambikulam Aliyar Project (PAP). Sarkarpathy power house 8 km away from Tunacadavu Reservoir.,
Servalar,Matched with hydro station,73,India,IND,,,"Irrigation, Hydropower",Tamil Nadu,TANGEDCO,Tirunelveli,,Servalar,,,Operational ,Operational since 1986,1986,1,57,,,35,,20,,,,Storage,,,8.690087,77.304834,8.690087,77.304834,,,"Matched Dams, Stations and Reservoirs",,,,,,,,,,,,
Sholayar I & II,Matched with hydro station,44,India,IND,Sholayar,,"Irrigation, Hydropower",Tamil Nadu,TANGEDCO,Pollachi,,Sholayar,,,Operational ,Operational since 1971,1971,3,105.16,,,150,5.26,95,,,,Storage,,254,10.29825,76.88049,10.303688,76.873335,10.355506,76.880251,"Matched Dams, Stations and Reservoirs",https://web.archive.org/web/20190209124601/http://www.parambikulam.in/about-parambikulam/parambikulam-aliyar-project/,https://upload.wikimedia.org/wikipedia/commons/c/cb/Chalakudy_River_Basin_Map.jpg,https://sandrp.in/tag/chalakudy-river-hydropower-project/,,,,,,,,Part of Parambikulam Aliyar Project (PAP),
Upper Aliyar,Matched with hydro station,139,India,IND,Aliyar,,Hydropower,Tamil Nadu,TANGEDCO,Pollachi,,Aliyar,,,Operational ,Operational since 1971,1971,1,81,,,26.57,,60,,,,Storage,,175,10.482563,76.966252,10.454656,77.00782,,,"Matched Dams, Stations and Reservoirs",https://web.archive.org/web/20190209124601/http://www.parambikulam.in/about-parambikulam/parambikulam-aliyar-project/,https://upload.wikimedia.org/wikipedia/commons/c/cb/Chalakudy_River_Basin_Map.jpg,https://sandrp.in/tag/chalakudy-river-hydropower-project/,,,,,,,,Part of Parambikulam Aliyar Project (PAP),
West Varahapallam Weir,"Part of cascade system, not directly linked to hydro station",138,India,IND,,,Hydropower,Tamil Nadu,TANGEDCO,Uthagamandam,,W V Pallam,,,Operational ,Operational since 1967,,,35,,,1.36,0.03,,,,,,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,,
Chinnakutiyar,"Part of cascade system, not directly linked to hydro station",52,India,IND,,,"Irrigation, Hydropower",Tamil Nadu,,Ambasamudram,,C Kuttiyar,,,,Operational since 1976,,,29,,,2.77,,,,,,,,,8.524733,77.354562,,,,,"Excluded as part of cascade complex, not linked to power house",,,,,,,,,,,Part of Sholayar Scheme,
Eravangalar,Unable to match with a hydropower station,149,India,IND,,,Hydropower,Tamil Nadu,,Chinnamanur,,Eravangalar,,,,Operational since 1978,,,30,,,2.4,0.29,,,,,,,,9.649444,77.354444,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Highways,Unable to match with a hydropower station,150,India,IND,,,Hydropower,Tamil Nadu,,Chinnamanur,,Highways St,,,,Operational since 1978,,,35,,,2.44,0.285,,,,,,,,9.648333,77.360556,,,,,Unable to match dam with a hydropower station,,,,,,,,,,,,
Kundah V (Western Catchment No 1),"Part of cascade system, not directly linked to hydro station",132,India,IND,,,Hydropower,Tamil Nadu,,Uthagamandaam,,Anckyampuzha,,,,Operational since 1966,,,18,,,0.126,,,,,,Storage,,,,,,,,,"Excluded as part of cascade complex, not linked to power house",https://web.archive.org/web/20110903134351/http://www.greenosai.org/environment/diversity/28-hydel-power-projects-in-nilgiris.html,http://environmentclearance.nic.in/writereaddata/modification/Extension/Attach_file/09112017X46RXOZAAddldocuments.pdf,,,,,,,,,"The Kundah Hydro-electric Power Scheme is a multiple reservior to multiple power house system: 
KUNDAH POWER HOUSE - 1
WATER SOURCE - Avalanchi & Emerald Dam
LOCATION - Kundah bridge, The Nilgiris District. 32 KMS from Ooty and 90 KMS from Coimbatore
ELEVATION - 1,631.60 Metres (5353 Feet)
INSTALLED CAPACITY - 3 X 20 = 60 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 08-07-1960
UNIT-2 22-07-1960
UNIT-3 01-04-1964

KUNDAH POWER HOUSE - 2
WATER SOURCE - Kundah forebay dam, Tail race water of Power House-1 & It has a forebay capacity is 1000 Cusec.
LOCATION - Geddai, The Nilgiris District. 16 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 876.60 Metres (2876 Feet)
INSTALLED CAPACITY - 5 X 35 = 175 MW
No. OF UNITS - 5
DATE OF COMMISSIONING
UNIT-1 30-10-1960
UNIT-2 10-01-1961
UNIT-3 02-05-1961
UNIT-4 16-06-1961
UNIT-5 23-02-1964

KUNDAH POWER HOUSE - 3
WATER SOURCE - Pegumbahallah Dam, Nirali Pallam and Kattery Weir & It has a forebay capacity is 1800 Cusec.
LOCATION - Pillur, The Coimbatore District. 40 KMS from Kundah and 80 KMS From Coimbatore
ELEVATION - 436 Metres (1429 Feet)
INSTALLED CAPACITY - 3X60 = 180 MW
No. OF UNITS - 3
DATE OF COMMISSIONING
UNIT-1 07-04-1965
UNIT-2 11-06-1965
UNIT-3 18-02-1978

KUNDAH POWER HOUSE - 4
WATER SOURCE - Pillur Dam ,Tail race water of Power House III & It has a forebay capacity is 6000 Cusec.
LOCATION - Parali, The Coimbatore District. 6 KMS from Parali
ELEVATION - 364 Metres (1193 Feet)
INSTALLED CAPACITY - 2X50 = 100 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 27-02-1966
UNIT-2 19-10-1978

KUNDAH POWER HOUSE - 5
WATER SOURCE - Western Catchment -1, Upper Bhavani Dam & It has a forebay capacity is 700 Cusec.
LOCATION - Avalanche, The Nilgiris District, 18 KMS from Kundah, 10 KMS from Emerald and 33 KMS from Ooty
ELEVATION - 1,989 Metres (6527 Feet)
INSTALLED CAPACITY - 2X20 = 40 MW
No. OF UNITS - 2
DATE OF COMMISSIONING
UNIT-1 30-10-1964
UNIT-2 06-12-1989

KUNDAH POWER HOUSE - 6
WATER SOURCE - Water from Western Catchment - 2 & 3 , Porthimund Dam, Parsons Valley Dam & It has a Forebay Capacity is 683 Cusec.
LOCATION - Kattukuppam, The Nilgiris District
ELEVATION - 1,987 Metres (6519 Feet)
INSTALLED CAPACITY - 1X30 = 30 MW
No. OF UNITS - 1
DATE OF COMMISSIONING
UNIT-1 20-03-2000
Tail race waters fromthe Moyar power house are let out into the Moyar river.",
